Cowichan Valley D (B.C.),RDA,2689,,2721,Adjusted figure due to boundary change.,1131,
Cowichan Valley E (B.C.),RDA,3805,,3828,Adjusted figure due to boundary change.,1529,
Cowichan Valley F (B.C.),RDA,1763,,1762,Adjusted figure due to boundary change.,807,
Cowichan Valley G (B.C.),RDA,2358,,2429,Adjusted figure due to boundary change.,1378,
Cowichan Valley H (B.C.),RDA,2250,,2357,Adjusted figure due to boundary change.,1004,
Cowichan Valley I (B.C.),RDA,1149,,1426,Adjusted figure due to boundary change.,660,
Cowley (Alta.),VL,225,,273,,116,
Cox's Cove (Nfld.Lab.),T,719,,898,,325,
Crabtree (Que.),M,3330,,3505,Adjusted figure due to boundary change.,1304,
Craik (Sask.),T,418,,441,,232,
Craik No. 222 (Sask.),RM,327,,351,,132,
Cramahe (Ont.),TP,5713,,5474,Adjusted figure due to boundary change.,2357,
Cranbrook (B.C.),C,18476,,18329,Adjusted figure due to boundary change.,7872,
Crane River 51 (Man.),R,358,,316,,97,
Crapaud (P.E.I.),COM,382,,378,,152,
Craven (Sask.),VL,264,,278,,108,
Creelman (Sask.),VL,85,,128,,64,
Creighton (Sask.),T,1556,,1713,,604,
Cremona (Alta.),VL,415,,380,,170,
Creston (B.C.),T,4795,,4816,,2354,
Creston 1 (B.C.),R,122,,113,,51,
Cross Lake 19 (Man.),R,1491,,1529,,349,
Cross Lake 19A (Man.),R,502,,1122,Adjusted figure due to boundary change.,102,
Cross Lake 19B (Man.),R,0,,0,,0,
Cross Lake 19C (Man.),R,0,,0,,0,
Cross Lake 19E (Man.),R,551,,506,,112,
Crossfield (Alta.),T,2389,,1899,,823,
Crow Head (Nfld.Lab.),T,218,,267,,122,
Crowsnest Pass (Alta.),T,6262,,6356,,3062,
Crystal City (Man.),VL,414,,433,,232,
Crystal Springs (Alta.),SV,72,,55,,160,
Cudworth (Sask.),T,766,,752,,361,
Cumberland (B.C.),VL,2618,,2548,,1099,
Cumberland 20 (Sask.),R,392,,395,,93,
Cumberland 100A (Sask.),R,331,,327,,86,
Cumberland House (Sask.),NV,632,,836,,195,
"Cumberland, Subd. A (N.S.)",SCM,2471,,2699,,1389,
"Cumberland, Subd. B (N.S.)",SCM,4015,,4215,,1821,
"Cumberland, Subd. C (N.S.)",SCM,5216,,5412,,2568,
"Cumberland, Subd. D (N.S.)",SCM,4481,,4647,,2807,
Cupar (Sask.),T,602,,592,,285,
Cupar No. 218 (Sask.),RM,550,,576,,228,
Cupids (Nfld.Lab.),T,775,,891,,373,
Curve Lake First Nation 35 (Ont.),R,945,,891,,404,
Cut Knife (Sask.),T,556,,585,,278,
Cut Knife No. 439 (Sask.),RM,448,,486,,380,
Cymri No. 36 (Sask.),RM,510,,517,,187,
Cypress County (Alta.),MD,6114,,5683,Adjusted figure due to boundary change.,2571,
Czar (Alta.),VL,205,,199,,99,
Dack (Ont.),TP,426,,478,,162,
Dafoe (Sask.),VL,15,,23,,7,
Dakota Plains 6A (Man.),R,108,,84,,34,
Dakota Tipi 1 (Man.)  ¶,R,0,Incompletely enumerated Indian reserve or Indian settlement.,0,Incompletely enumerated Indian reserve or Indian settlement.,0,Incompletely enumerated Indian reserve or Indian settlement.
D'Alembert (Que.),M,920,,810,,340,
Dalhousie (N.B.),PAR,2555,,2826,,1047,
Dalhousie (N.B.),T,3975,,4500,,1864,
Dalmeny (Sask.),T,1610,,1470,,487,
Daly (Man.),RM,906,,895,,312,
Daniel's Harbour (Nfld.Lab.),T,350,,430,,152,
Danville (Que.),V,4301,,4529,Adjusted figure due to boundary change.,1863,
Dauphin (Man.),RM,2273,,2488,,1009,
Dauphin (Man.),C,8085,,8266,,3871,
Dauphin River 48A (Man.),R,89,,89,,32,
Daveluyville (Que.),V,974,,1038,,447,
Davidson (Sask.),T,1035,,1105,,497,
Dawn-Euphemia (Ont.),TP,2369,,2577,Adjusted figure due to boundary change.,905,
Dawson (Ont.),TP,613,,631,Adjusted figure due to boundary change.,300,
Dawson (Y.T.),T,1251,,1287,,675,
Dawson Creek (B.C.),C,10754,,11125,,4690,
Day Star 87 (Sask.),R,201,,130,,52,
Daysland (Alta.),T,779,,679,,314,
De Salaberry (Man.),RM,3227,,3067,,1118,
Dead Point 5 (B.C.),R,0,,0,Incompletely enumerated Indian reserve or Indian settlement.,2,
Dease Lake 9 (B.C.),R,66,,104,,23,
Deauville (Que.),M,2895,,2599,,1284,
Debden (Sask.),VL,355,,423,,161,
Deep Creek 2 (B.C.),R,120,,106,,34,
Deep River (Ont.),T,4135,,4491,,1883,
Deer Forks No. 232 (Sask.),RM,226,,242,,67,
Deer Lake (Nfld.Lab.),T,4769,,5222,,1821,
Deer Lake (Ont.),R,756,,628,,176,
Dégelis (Que.),V,3317,,3437,,1436,
Delburne (Alta.),VL,719,,641,,301,
Déléage (Que.),M,1999,,2036,,859,
Delia (Alta.),VL,215,,208,,106,
Déline (N.W.T.),CC,536,,616,,208,
Delisle (Que.),M,4208,,4256,,1480,
Delisle (Sask.),T,884,,840,,363,
Deloraine (Man.),T,1026,,1041,,525,
Delson (Que.),V,7024,,6703,,2566,
Delta (B.C.),DM,96950,,95411,,33366,
Denare Beach (Sask.),NV,784,,776,,404,
Denholm (Que.),CT,526,,493,,565,
Denholm (Sask.),VL,79,,63,,38,
Denmark (N.B.),PAR,1833,,1863,,768,
Denzil (Sask.),VL,161,,194,,79,
Dépôt-Échouani (Que.),UNO,0,,0,,0,
Derby (N.B.),PAR,1122,,1197,,440,
Derwent (Alta.),VL,111,,110,,73,
Des Ruisseaux (Que.),M,5401,,5139,,2343,
Desbiens (Que.),V,1128,,1202,,481,
Deschaillons-sur-Saint-Laurent (Que.),M,1061,,1060,,568,
Deschambault (Que.),M,1263,,1240,,625,
Deseronto (Ont.),T,1796,,1811,,730,
Desmarais (Alta.),S-E,112,,122,,50,
Destor (Que.),M,391,,445,,222,
Destruction Bay (Y.T.),SET,43,,34,,20,
Detah (N.W.T.),SET,182,,190,,59,
Deux-Montagnes (Que.),V,17080,,15953,,6522,
Devil's Gate 220 (Alta.),R,0,,0,,0,
Devon (Alta.),T,4969,,4496,,1793,
Devon 30 (N.B.),R,712,,647,,220,
Dewberry (Alta.),VL,200,,185,,91,
Didsbury (Alta.),T,3932,,3553,,1545,
Dieppe (N.B.),T,14951,,12497,,5771,
Digby (N.S.),MD,8281,,8926,,4200,
Digby (N.S.),T,2111,,2199,,1048,
Dilke (Sask.),VL,70,,85,,46,
Dinsmore (Sask.),VL,337,,328,,191,
Dipper Rapids 192C (Sask.),R,0,,0,,0,
Disley (Sask.),VL,62,,51,,28,
Disraeli (Que.),V,2635,,2657,,1217,
Disraeli (Que.),P,1009,,1069,,683,
"Division No. 1, Subd. A (Nfld.Lab.)",SUN,816,,1039,,650,
"Division No. 1, Subd. B (Nfld.Lab.)",SUN,450,,493,,406,
"Division No. 1, Subd. C (Nfld.Lab.)",SUN,184,,268,,132,
"Division No. 1, Subd. D (Nfld.Lab.)",SUN,51,,4,,169,
"Division No. 1, Subd. E (Nfld.Lab.)",SUN,3006,,3247,,1372,
"Division No. 1, Subd. F (Nfld.Lab.)",SUN,607,,685,,343,
"Division No. 1, Subd. G (Nfld.Lab.)",SUN,2391,,2694,,1322,
"Division No. 1, Subd. H (Nfld.Lab.)",SUN,452,,460,,235,
"Division No. 1, Subd. I (Nfld.Lab.)",SUN,192,,195,,194,
"Division No. 1, Subd. J (Nfld.Lab.)",SUN,0,,0,,0,
"Division No. 1, Subd. K (Nfld.Lab.)",SUN,0,,2,,101,
"Division No. 1, Subd. L (Nfld.Lab.)",SUN,1004,,1097,,437,
"Division No. 1, Subd. M (Nfld.Lab.)",SUN,867,,901,,872,
"Division No. 1, Subd. N (Nfld.Lab.)",SUN,351,,392,,253,
"Division No. 1, Subd. O (Nfld.Lab.)",SUN,687,,780,,634,
"Division No. 1, Subd. R (Nfld.Lab.)",SUN,399,,460,,198,
"Division No. 1, Subd. U (Nfld.Lab.)",SUN,1454,,1622,,1184,
"Division No. 1, Subd. V (Nfld.Lab.)",SUN,10,,19,,40,
"Division No. 1, Subd. W (Nfld.Lab.)",SUN,416,,448,,786,
"Division No. 1, Subd. X (Nfld.Lab.)",SUN,511,,526,,624,
"Division No. 1, Subd. Y (Nfld.Lab.)",SUN,1062,,1154,,753,
"Division No. 1, Unorganized (Man.)",UNO,670,,693,,3292,
"Division No. 2, Subd. C (Nfld.Lab.)",SUN,760,,806,,620,
"Division No. 2, Subd. D (Nfld.Lab.)",SUN,318,,322,,137,
"Division No. 2, Subd. E (Nfld.Lab.)",SUN,239,,263,,441,
"Division No. 2, Subd. F (Nfld.Lab.)",SUN,145,,178,,156,
"Division No. 2, Subd. G (Nfld.Lab.)",SUN,5,,8,,64,
"Division No. 2, Subd. H (Nfld.Lab.)",SUN,120,,102,,333,
"Division No. 2, Subd. I (Nfld.Lab.)",SUN,182,,224,,286,
"Division No. 2, Subd. J (Nfld.Lab.)",SUN,0,,0,,25,
"Division No. 2, Subd. K (Nfld.Lab.)",SUN,692,,752,,461,
"Division No. 2, Subd. L (Nfld.Lab.)",SUN,0,,7,,352,
"Division No. 3, Subd. A (Nfld.Lab.)",SUN,0,,0,,50,
"Division No. 3, Subd. B (Nfld.Lab.)",SUN,0,,0,,21,
"Division No. 3, Subd. C (Nfld.Lab.)",SUN,0,,0,,84,
"Division No. 3, Subd. D (Nfld.Lab.)",SUN,323,,348,,304,
"Division No. 3, Subd. E (Nfld.Lab.)",SUN,162,,175,,60,
"Division No. 3, Subd. F (Nfld.Lab.)",SUN,174,,188,,142,
"Division No. 3, Subd. H (Nfld.Lab.)",SUN,745,,928,,318,
"Division No. 3, Subd. I (Nfld.Lab.)",SUN,181,,205,,94,
"Division No. 3, Subd. J (Nfld.Lab.)",SUN,115,,175,,45,
"Division No. 4, Subd. A (Nfld.Lab.)",SUN,1708,,1996,,1501,
"Division No. 4, Subd. B (Nfld.Lab.)",SUN,1472,,1756,,966,
"Division No. 4, Subd. C (Nfld.Lab.)",SUN,918,,1020,Adjusted figure due to boundary change.,619,
"Division No. 4, Subd. D (Nfld.Lab.)",SUN,796,,820,Adjusted figure due to boundary change.,549,
"Division No. 4, Subd. E (Nfld.Lab.)",SUN,2201,,2518,,1004,
"Division No. 5, Subd. A (Nfld.Lab.)",SUN,212,,230,,393,
"Division No. 5, Subd. C (Nfld.Lab.)",SUN,43,,69,,297,
"Division No. 5, Subd. D (Nfld.Lab.)",SUN,10,,10,,298,
"Division No. 5, Subd. E (Nfld.Lab.)",SUN,128,,155,,301,
"Division No. 5, Subd. F (Nfld.Lab.)",SUN,456,,413,,261,
"Division No. 5, Subd. G (Nfld.Lab.)",SUN,678,,802,,371,
"Division No. 6, Subd. A (Nfld.Lab.)",SUN,110,,146,,237,
"Division No. 6, Subd. C (Nfld.Lab.)",SUN,328,,324,,414,
"Division No. 6, Subd. D (Nfld.Lab.)",SUN,337,,328,,690,
"Division No. 6, Subd. E (Nfld.Lab.)",SUN,182,,192,,528,
"Division No. 7, Subd. A (Nfld.Lab.)",SUN,161,,152,,153,
"Division No. 7, Subd. B (Nfld.Lab.)",SUN,5,,6,,431,
"Division No. 7, Subd. D (Nfld.Lab.)",SUN,224,,232,,735,
"Division No. 7, Subd. E (Nfld.Lab.)",SUN,2844,,3081,Adjusted figure due to boundary change.,1732,
"Division No. 7, Subd. F (Nfld.Lab.)",SUN,904,,1057,,589,
"Division No. 7, Subd. G (Nfld.Lab.)",SUN,463,,578,,285,
"Division No. 7, Subd. I (Nfld.Lab.)",SUN,137,,124,,94,
"Division No. 7, Subd. J (Nfld.Lab.)",SUN,773,,882,,486,
"Division No. 7, Subd. K (Nfld.Lab.)",SUN,1152,,1279,,695,
"Division No. 7, Subd. L (Nfld.Lab.)",SUN,1429,,1627,,701,
"Division No. 7, Subd. M (Nfld.Lab.)",SUN,2365,,2808,,1203,
"Division No. 7, Subd. N (Nfld.Lab.)",SUN,15,,21,,263,
"Division No. 8, Subd. A (Nfld.Lab.)",SUN,448,,515,,817,
"Division No. 8, Subd. C (Nfld.Lab.)",SUN,334,,338,,720,
"Division No. 8, Subd. D (Nfld.Lab.)",SUN,0,,2,,23,
"Division No. 8, Subd. E (Nfld.Lab.)",SUN,692,,750,,710,
"Division No. 8, Subd. F (Nfld.Lab.)",SUN,973,,1126,,458,
"Division No. 8, Subd. G (Nfld.Lab.)",SUN,518,,535,,747,
"Division No. 8, Subd. H (Nfld.Lab.)",SUN,2402,,2902,,1094,
"Division No. 8, Subd. I (Nfld.Lab.)",SUN,244,,273,Adjusted figure due to boundary change.,135,
"Division No. 8, Subd. L (Nfld.Lab.)",SUN,3436,,3919,,1582,
"Division No. 8, Subd. M (Nfld.Lab.)",SUN,220,,228,,113,
"Division No. 8, Subd. O (Nfld.Lab.)",SUN,437,,558,,239,
"Division No. 8, Subd. P (Nfld.Lab.)",SUN,418,,528,,352,
"Division No. 9, Subd. A (Nfld.Lab.)",SUN,65,,51,,492,
"Division No. 9, Subd. C (Nfld.Lab.)",SUN,3282,,3713,,1258,
"Division No. 9, Subd. D (Nfld.Lab.)",SUN,1012,,1160,,593,
"Division No. 9, Subd. F (Nfld.Lab.)",SUN,176,,207,,160,
"Division No. 9, Subd. G (Nfld.Lab.)",SUN,86,,94,,172,
"Division No. 9, Subd. H (Nfld.Lab.)",SUN,201,,218,,131,
"Division No. 10, Subd. A (Nfld.Lab.)",SUN,64,,83,,63,
"Division No. 10, Subd. B (Nfld.Lab.)",SUN,493,,555,,172,
"Division No. 10, Subd. C (Nfld.Lab.)",SUN,1134,,1018,,406,
"Division No. 10, Subd. D (Nfld.Lab.)",SUN,645,,717,,477,
"Division No. 10, Subd. E (Nfld.Lab.)",SUN,580,,386,,145,
"Division No. 17, Unorganized (Man.)",UNO,55,,88,,845,
"Division No. 18, Unorganized (Sask.)",UNO,1546,,1753,Adjusted figure due to boundary change.,1896,
"Division No. 18, Unorganized, East Part (Man.)",UNO,47,,38,,345,
"Division No. 18, Unorganized, West Part (Man.)",UNO,0,,0,,0,
"Division No. 19, Unorganized (Man.)",UNO,3217,,3521,,2904,
"Division No. 20, Unorganized, North Part (Man.)",UNO,5,,8,,2,
"Division No. 20, Unorganized, South Part (Man.)",UNO,39,,28,,210,
"Division No. 21, Unorganized (Man.)",UNO,1952,,2042,,1270,
"Division No. 22, Unorganized (Man.)",UNO,2079,,2456,Adjusted figure due to boundary change.,963,
"Division No. 23, Unorganized (Man.)",UNO,226,,269,,96,
Dixville (Que.),M,746,,751,,262,
Doaktown (N.B.),VL,955,,986,,417,
Dodsland (Sask.),VL,211,,241,,122,
Dog Creek 1 (B.C.),R,100,,88,,33,
Dog Creek 2 (B.C.),R,44,,28,,11,
Dog Creek 46 (Man.),R,649,,582,,174,
Dog Head 218 (Alta.),R,93,,115,,36,
Doig River 206 (B.C.),R,139,,120,,41,
Dokis 9 (Ont.),R,196,,163,,102,
Dolbeau-Mistassini (Que.),V,14879,,15214,Adjusted figure due to boundary change.,6045,
Dollard (Sask.),VL,35,,43,,14,
Dollard-des-Ormeaux (Que.),V,48206,,47826,,15750,
Dolphin Island 1 (B.C.),R,368,,451,,122,
Domremy (Sask.),VL,135,,156,,68,
Donalda (Alta.),VL,230,,235,,122,
Doncaster 17 (Que.)  ¶,R,0,Incompletely enumerated Indian reserve or Indian settlement.,0,Incompletely enumerated Indian reserve or Indian settlement.,0,Incompletely enumerated Indian reserve or Indian settlement.
Donnacona (Que.),V,5479,,5739,,2412,
Donnelly (Alta.),VL,377,,375,,169,
Dorchester (N.B.),PAR,468,,555,,197,
Dorchester (N.B.),VL,954,,1179,,222,
Dore Lake (Sask.),NH,27,,40,,40,
Dorintosh (Sask.),VL,125,,133,,63,
Dorion (Ont.),TP,442,,472,,188,
Dorval (Que.),C,17706,,17572,,7857,
Dosquet (Que.),M,889,,908,,388,
Douglas (N.B.),PAR,5719,,5666,,2106,
Douglas 8 (B.C.),R,48,,10,,15,
Douglas Lake 3 (B.C.),R,171,,182,,67,
Douglas No. 436 (Sask.),RM,425,,478,,197,
Douro-Dummer (Ont.),TP,6652,,6684,Adjusted figure due to boundary change.,3249,
Dover (Nfld.Lab.),T,730,,821,,270,
Drake (Sask.),VL,248,,247,,111,
Drayton Valley (Alta.),T,5801,,5883,,2323,
Drift Pile River 150 (Alta.),R,655,,622,,211,
Drinkwater (Sask.),VL,80,,87,,30,
Drumheller (Alta.),T,7785,,7833,Adjusted figure due to boundary change.,3202,
Drummond (N.B.),PAR,2182,,2250,,829,
Drummond (N.B.),VL,932,,983,,343,
Drummond/North Elmsley (Ont.),TP,6670,,6187,Adjusted figure due to boundary change.,3072,
Drummondville (Que.),V,46599,,44882,,21783,
Dryden (Ont.),C,8198,,8289,Adjusted figure due to boundary change.,3411,
Dubreuilville (Ont.),TP,967,,990,,354,
Dubuc (Sask.),VL,80,,95,,53,
Dubuisson (Que.),M,1686,,1655,,666,
Duchess (Alta.),VL,836,,693,,297,
Duck Lake (Sask.),T,624,,667,,241,
Duck Lake 7 (B.C.),R,1979,,1892,,1164,
Duck Lake 76B (Ont.),R,107,,100,,38,
Duck Lake No. 463 (Sask.),RM,945,,946,Adjusted figure due to boundary change.,349,
Dudswell (Que.),M,1644,,1607,,855,
Duff (Sask.),VL,40,,43,,22,
Dufferin (N.B.),PAR,548,,451,,235,
Dufferin (Man.),RM,2405,,2408,,756,
Dufferin No. 190 (Sask.),RM,563,,582,,315,
Duhamel (Que.),M,361,,321,,943,
Duhamel-Ouest (Que.),M,766,,671,,301,
Dumbarton (N.B.),PAR,430,,447,,189,
Dumfries (N.B.),PAR,393,,415,,163,
Duncan (B.C.),C,4699,,4588,Adjusted figure due to boundary change.,2347,
Duncan Lake 2 (B.C.),R,23,,19,,7,
Duncan's 151A (Alta.),R,121,,104,,43,
Dundas (N.B.),PAR,6174,,6162,,3441,
Dundee (Que.),CT,408,,392,,356,
Dundurn (Sask.),T,596,,476,,251,
Dundurn No. 314 (Sask.),RM,562,,555,,161,
Dunham (Que.),V,3215,,3370,,1521,
Dunnottar (Man.),VL,487,,392,,1153,
Duntara (Nfld.Lab.),T,73,,85,,39,
Duparquet (Que.),V,675,,738,,387,
Dupuy (Que.),M,1010,,1100,,407,
Durham (N.B.),PAR,1491,,1622,,657,
Durham-Sud (Que.),M,995,,988,,438,
Dutton/Dunwich (Ont.),TP,3696,,3603,Adjusted figure due to boundary change.,1453,
Duval (Sask.),VL,103,,98,,58,
Dymond (Ont.),TP,1181,,1270,,435,
Dysart (Sask.),VL,210,,240,,127,
Dysart and Others (Ont.),TP,4924,,5380,,6177,
Dzitline Lee 9 (B.C.),R,38,,33,,10,
Eagle Creek No. 376 (Sask.),RM,564,,601,,199,
Eagle Lake 27 (Ont.),R,211,,181,,70,
Eagles Lake 165C (Sask.),R,70,,53,,17,
Ear Falls (Ont.),TP,1150,,1170,,480,
Earl Grey (Sask.),VL,292,,268,,134,
East Angus (Que.),V,3570,,3642,,1512,
East Broughton (Que.),M,2367,,2489,,981,
East Farnham (Que.),VL,526,,518,,194,
East Ferris (Ont.),TP,4291,,4139,,1818,
East Garafraxa (Ont.),TP,2214,,2084,,744,
East Gwillimbury (Ont.),T,20555,,19770,,6653,
East Hants (N.S.),MD,20821,,19767,,8176,
East Hawkesbury (Ont.),TP,3415,,3296,,1361,
East Hereford (Que.),M,323,,317,,148,
East Kootenay A (B.C.),RDA,1837,,1790,Adjusted figure due to boundary change.,1229,
East Kootenay B (B.C.),RDA,1838,,1756,Adjusted figure due to boundary change.,1052,
East Kootenay C (B.C.),RDA,5794,,5817,Adjusted figure due to boundary change.,2482,
East Kootenay E (B.C.),RDA,1824,,1949,Adjusted figure due to boundary change.,1125,
East Kootenay F (B.C.),RDA,3356,,3042,Adjusted figure due to boundary change.,3261,
East Kootenay G (B.C.),RDA,1635,,1521,Adjusted figure due to boundary change.,896,
East Luther Grand Valley (Ont.),TP,2842,,2773,,968,
East Moberly Lake 169 (B.C.),R,330,,179,,109,
East Peace No.131 (Alta.),MD,2123,,2264,,770,
East Saanich 2 (B.C.),R,1429,,1470,,663,
East St. Paul (Man.),RM,7677,,6437,,2552,
East Zorra-Tavistock (Ont.),TP,7238,,7278,Adjusted figure due to boundary change.,2577,
Eastend (Sask.),T,576,,616,,333,
Eastmain (Que.),VC,0,,0,,0,
Eastmain (Que.),TR,613,,527,,148,
Eastman (Que.),VL,790,,711,,539,
Eastport (Nfld.Lab.),T,509,,557,,299,
Eaton (Que.),CT,2766,,2819,,1066,
Eatonia (Sask.),T,474,,469,,242,
Ebb and Flow 52 (Man.),R,991,,871,,256,
Ebenezer (Sask.),VL,147,,166,,62,
Echo Bay (Sask.),RV,24,,9,,141,
Eckville (Alta.),T,1019,,901,,404,
Edam (Sask.),VL,429,,398,,199,
Edberg (Alta.),VL,150,,137,,64,
Eden Valley 216 (Alta.),R,509,,432,,105,
Edenwold (Sask.),VL,226,,198,,81,
Edenwold No. 158 (Sask.),RM,3005,,2724,Adjusted figure due to boundary change.,998,
Edgerton (Alta.),VL,403,,372,,174,
Edmonton (Alta.),C,666104,,616306,,275816,
Edmundston (N.B.),C,17373,,17876,Adjusted figure due to boundary change.,7725,
Edson (Alta.),T,7585,,7399,,3038,
Edward (Man.),RM,679,,759,,327,
Edwardsburgh/Cardinal (Ont.),TP,6674,,6715,Adjusted figure due to boundary change.,2799,
Eel Ground 2 (N.B.),R,445,,0,Incompletely enumerated Indian reserve or Indian settlement.,159,
Eel River 3 (N.B.),R,299,,281,,121,
Eel River Crossing (N.B.),VL,1335,,1446,,540,
Egan-Sud (Que.),M,512,,570,Adjusted figure due to boundary change.,223,
Elak Dase 192A (Sask.),R,0,,0,,0,
Elbow (Sask.),VL,298,,295,,216,
Elcapo No. 154 (Sask.),RM,537,,663,,246,
Eldon (N.B.),PAR,902,,1005,,411,
Eldon No. 471 (Sask.),RM,766,,838,,294,
Elfros (Sask.),VL,161,,167,,80,
Elfros No. 307 (Sask.),RM,570,,615,,242,
Elgin (N.B.),PAR,1004,,1027,,630,
Elgin (Que.),CT,449,,448,,209,
Elhlateese 2 (B.C.),R,21,,27,,15,
Elizabethtown-Kitley (Ont.),TP,10039,,10222,Adjusted figure due to boundary change.,3637,
Elk Point (Alta.),T,1440,,1403,,641,
Elkford (B.C.),DM,2589,,2729,,1357,
Elkhorn (Man.),VL,470,,514,,245,
Ellice (Man.),RM,509,,526,,167,
Elliot Lake (Ont.),C,11956,,13588,,6148,
Elliston (Nfld.Lab.),T,360,,461,,189,
Elmsthorpe No. 100 (Sask.),RM,320,,328,,130,
Elnora (Alta.),VL,290,,247,,129,
Elrose (Sask.),T,517,,557,,264,
Elstow (Sask.),VL,97,,93,,44,
Elton (Man.),RM,1321,,1406,,457,
Embree (Nfld.Lab.),T,745,,819,,322,
Emerald No. 277 (Sask.),RM,548,,644,,224,
Emerson (Man.),T,655,,737,,358,
Emo (Ont.),TP,1331,,1366,,537,
Empress (Alta.),VL,171,,186,,108,
Endeavour (Sask.),VL,154,,173,,85,
Enderby (B.C.),C,2818,,2754,,1271,
Enderby 2 (B.C.),R,238,,267,,97,
Enfield No. 194 (Sask.),RM,356,,414,,155,
Englee (Nfld.Lab.),T,694,,827,,274,
Englefeld (Sask.),VL,245,,223,,100,
Englehart (Ont.),T,1595,,1703,,717,
English Harbour East (Nfld.Lab.),T,217,,253,,76,
English River 21 (Ont.),R,454,,468,,165,
Enniskillen (Ont.),TP,3259,,3288,,1107,
Enniskillen No. 3 (Sask.),RM,478,,523,,199,
Enterprise (N.W.T.),SET,61,,86,,25,
Enterprise No. 142 (Sask.),RM,225,,265,,99,
Entrelacs (Que.),M,798,,732,,1031,
Erickson (Man.),T,448,,507,,271,
Eriksdale (Man.),RM,889,,942,,418,
Erin (Ont.),T,11052,,10657,Adjusted figure due to boundary change.,3892,
Ermineskin 138 (Alta.)  ¶,R,0,Incompletely enumerated Indian reserve or Indian settlement.,0,Incompletely enumerated Indian reserve or Indian settlement.,0,Incompletely enumerated Indian reserve or Indian settlement.
Ernfold (Sask.),VL,50,,51,,28,
Escuminac (Que.),M,604,,661,,346,
Eskasoni 3 (N.S.),R,2741,,2504,,753,
Esowista 3 (B.C.),R,140,,125,,34,
Espanola (Ont.),T,5449,,5796,Adjusted figure due to boundary change.,2359,
Esprit-Saint (Que.),M,453,,472,,218,
Esquimalt (B.C.),DM,16127,,16151,,7847,
Esquimalt (B.C.)  ¶,R,0,Incompletely enumerated Indian reserve or Indian settlement.,0,Incompletely enumerated Indian reserve or Indian settlement.,0,Incompletely enumerated Indian reserve or Indian settlement.
Essa (Ont.),TP,16808,,16363,,5943,
Essex (Ont.),T,20085,,19437,Adjusted figure due to boundary change.,8103,
Essipit (Que.),R,258,,252,,102,
Estérel (Que.),V,181,,108,,349,
Esterhazy (Sask.),T,2348,,2602,,1116,
Estevan (Sask.),C,10242,,10752,,4355,
Estevan No. 5 (Sask.),RM,1055,,1078,,416,
Eston (Sask.),T,1048,,1119,,546,
Ethelbert (Man.),RM,459,,514,,239,
Ethelbert (Man.),VL,335,,315,,218,
Etters Beach (Sask.),RV,5,,4,,125,
Euchinico Creek 17 (B.C.),R,0,,0,,0,
Évain (Que.),M,3750,,3892,,1355,
Evanturel (Ont.),TP,506,,493,,197,
Excel No. 71 (Sask.),RM,482,,563,,206,
Excelsior No. 166 (Sask.),RM,855,,892,,271,
Eye Hill No. 382 (Sask.),RM,700,,730,Adjusted figure due to boundary change.,239,
Eyebrow (Sask.),VL,136,,175,,76,
Eyebrow No. 193 (Sask.),RM,305,,318,,123,
Factory Island 1 (Ont.),R,1430,,1286,,376,
Fairford 50 (Man.),R,820,,832,,224,
Fairlight (Sask.),VL,45,,56,,29,
Fairview (Alta.),T,3150,,3316,,1308,
Fairview No. 136 (Alta.),MD,1806,,1829,,650,
Falher (Alta.),T,1109,,1149,,464,
Faraday (Ont.),TP,1581,,1638,,1249,
Farnham (Que.),V,7747,,7899,Adjusted figure due to boundary change.,3493,
Faro (Y.T.),T,313,,1261,,469,
Fassett (Que.),M,483,,500,,272,
Fatima (Que.),M,2686,,2966,,1096,
Fauquier-Strickland (Ont.),TP,678,,747,Adjusted figure due to boundary change.,431,
Fenwood (Sask.),VL,48,,58,,40,
Ferintosh (Alta.),VL,150,,130,,85,
Ferland-et-Boilleau (Que.),M,629,,652,,258,
Ferme-Neuve (Que.),M,2947,,3091,Adjusted figure due to boundary change.,1419,
Fermeuse (Nfld.Lab.),T,397,,446,,175,
Fermont (Que.),V,2918,,3234,,1446,
Fernie (B.C.),C,4611,,4898,Adjusted figure due to boundary change.,2368,
Ferryland (Nfld.Lab.),T,607,,667,,247,
Fertile Belt No. 183 (Sask.),RM,872,,962,,385,
Fertile Valley No. 285 (Sask.),RM,602,,628,Adjusted figure due to boundary change.,219,
Fife Lake (Sask.),VL,46,,50,,27,
Fillmore (Sask.),VL,246,,286,,157,
Fillmore No. 96 (Sask.),RM,308,,344,,149,
Findlater (Sask.),VL,62,,57,,32,
Fish Creek No. 402 (Sask.),RM,382,,378,Adjusted figure due to boundary change.,165,
Fisher (Man.),RM,2049,,2154,,835,
Fisher River 44 (Man.),R,867,,1000,,305,
Fisher River 44A (Man.),R,33,,23,,8,
Fisher's Grant 24 (N.S.),R,394,,315,,111,
Fishing Lake 89 (Sask.),R,330,,367,,99,
Fishtrap 19 (B.C.),R,29,,0,Adjusted figure due to boundary change.,11,
Five Mile Point 3 (B.C.),R,97,,56,,39,
Flagstaff County (Alta.),CM,3697,,4015,,1346,
Flatrock (Nfld.Lab.),T,1138,,1087,,386,
Flaxcombe (Sask.),VL,128,,126,,48,
Fleming (Sask.),T,95,,89,,43,
Flett's Springs No. 429 (Sask.),RM,780,,822,,310,
